"key","en","nl","es","zh-CN","de","fr","it","pt","el","pl","da","fi","no","ar","ko","ja","iw","sv","cs","ru","tl","ceb"
"This returns the permission details of each product..","This returns the permission details of each product..","Dit geeft de toestemming details van elk product ..","Esto devuelve los datos de permisos de cada producto ..","这将返回每个产品的权限的详细信息...","Dies gibt die Genehmigung Details der einzelnen Produkte ..","Cela renvoie les détails d'autorisation de chaque produit ..","Questo restituisce i dettagli di ogni prodotto ..","Isso retorna os detalhes de permissão de cada produto ..","Αυτό επιστρέφει τις λεπτομέρειες άδεια του κάθε προϊόντος ..","Ten wraca szczegóły uprawnień każdego produktu ..","Dette returnerer tilladelse detaljer af hvert produkt ..","Tämä palauttaa lupa tiedot kunkin tuotteen ..","Dette returnerer tillatelses detaljene for hvert produkt ..","هذا إرجاع تفاصيل إذن من كل منتج ..","이 각 제품의 허가 정보를 돌려 ..","これは、各製品の許可の詳細を返します..","פעולה זו מחזיר את פרטי הרשות של כל מוצר ..","Detta återbehörighets information om varje produkt ..","Tato funkce vrací podrobnosti oprávnění jednotlivých produktů ..","Это возвращает детали разрешений каждого продукта ..","Ibinabalik nito ang mga detalye ng pahintulot ng bawat produkto ..","Kini mobalik sa mga detalye sa pagtugot sa matag produkto .."
"This scope is also used by FinancialsOpenAmounts and Mutations..","This scope is also used by FinancialsOpenAmounts and Mutations..","Dit bereik wordt ook gebruikt door FinancialsOpenAmounts en Mutaties ..","Este alcance también es utilizado por FinancialsOpenAmounts y mutaciones ..","此范围也被FinancialsOpenAmounts和突变..","Dieser Bereich wird auch durch FinancialsOpenAmounts und Mutationen verwendet ..","Cette portée est également utilisé par FinancialsOpenAmounts et mutations ..","Questo ambito è utilizzato anche da FinancialsOpenAmounts e mutazioni ..","Este âmbito é também utilizado por FinancialsOpenAmounts e mutações ..","Αυτό το πεδίο χρησιμοποιείται επίσης από FinancialsOpenAmounts και μεταλλάξεις ..","Zakres ten jest również wykorzystywany przez FinancialsOpenAmounts i mutacje ..","Dette omfang bruges også af FinancialsOpenAmounts og Mutationer ..","Tämä laajuus käytetään myös FinancialsOpenAmounts ja mutaatioiden ..","Denne muligheten brukes også av FinancialsOpenAmounts og Mutasjoner ..","يستخدم هذا النطاق أيضا FinancialsOpenAmounts والطفرات ..","이 범위는 또한 FinancialsOpenAmounts 및 돌연변이에 의해 사용됩니다 ..","この範囲はまたFinancialsOpenAmountsと変異によって使用されます..","היקף זה משמש גם על ידי FinancialsOpenAmounts ומוטציות ..","Denna omfattning används också av FinancialsOpenAmounts och Mutationer ..","Tento rozsah je také používán FinancialsOpenAmounts a mutací ..","Эта область также используется FinancialsOpenAmounts а мутации ..","saklaw na ito ay ginagamit din sa pamamagitan ng FinancialsOpenAmounts at Mutations ..","kasangkaran Kini gigamit usab sa FinancialsOpenAmounts ug mga mutasyon .."
"This scope is also used by the SurveyQuestionGroup to loop all the questions under each group..","This scope is also used by the SurveyQuestionGroup to loop all the questions under each group..","Dit bereik wordt ook gebruikt door de SurveyQuestionGroup lus alle vragen onder elke groep ..","Este ámbito de aplicación también es utilizado por el SurveyQuestionGroup al bucle de todas las preguntas correspondientes a cada grupo ..","这个范围也使用SurveyQuestionGroup循环所有各组下的​​问题..","Dieser Bereich wird auch durch die SurveyQuestionGroup Schleife alle Fragen unter jeder Gruppe verwendet ..","Cette portée est également utilisé par le SurveyQuestionGroup en boucle toutes les questions sous chaque groupe ..","Questo ambito è utilizzato anche dal SurveyQuestionGroup a ciclo tutte le domande sotto ogni gruppo ..","Este aparelho também é usado pelo SurveyQuestionGroup para repetir todas as perguntas no âmbito de cada grupo ..","Αυτό το πεδίο χρησιμοποιείται επίσης από το SurveyQuestionGroup να βρόχο σε όλες τις ερωτήσεις στο πλαίσιο κάθε ομάδας ..","Zakres ten jest również wykorzystywany przez SurveyQuestionGroup pętli na wszystkie pytania w ramach każdej grupy ..","Dette omfang bruges også af den SurveyQuestionGroup at sløjfe alle de spørgsmål under hver gruppe ..","Tämä soveltamisala on myös käyttää SurveyQuestionGroup silmukan kaikkiin kysymyksiin kunkin ryhmän ..","Denne muligheten brukes også av den SurveyQuestionGroup å sløyfe alle spørsmålene under hvert gruppe ..","ويستخدم هذا النطاق أيضا SurveyQuestionGroup إلى حلقة على جميع الأسئلة في إطار كل مجموعة ..","이 범위는 루프 SurveyQuestionGroup 각 그룹에서 모든 질문에 사용됩니다 ..","このスコープは、ループにSurveyQuestionGroupにより、各グループの下にあるすべての質問に使用されています..","היקף זה גם משמש את SurveyQuestionGroup לולאה כל השאלות תחת כל קבוצה ..","Denna omfattning används också av SurveyQuestionGroup loop alla frågor inom varje grupp ..","Tento rozsah je také používán SurveyQuestionGroup smyčka na všechny otázky v rámci každé skupiny ..","Эта область также используется SurveyQuestionGroup в цикле все вопросы по каждой группе ..","saklaw na ito ay ginagamit din sa pamamagitan ng SurveyQuestionGroup sa loop lahat ng mga katanungan sa ilalim ng bawat grupo ..","kasangkaran Kini gigamit usab sa SurveyQuestionGroup sa laang sa tanan nga mga nga mga pangutana ubos sa matag grupo .."
"This scope is also used in Journal..","This scope is also used in Journal..","Dit bereik wordt ook gebruikt in Journal ..","Este alcance se utiliza también en Diario ..","这个范围还用于在Journal ..","Dieser Bereich wird auch in Blatt verwendet ..","Cette portée est également utilisé dans le Journal ..","Tale scopo si è utilizzato anche in Journal ..","Este âmbito é também usado no Jornal ..","Αυτή η έκταση χρησιμοποιείται επίσης στο Journal ..","Zakres ten jest również stosowany w Journal ..","Dette omfang bruges også i Journal ..","Tämä soveltamisala on myös käytetty lehdessä ..","Denne muligheten er også brukt i Journal ..","يستخدم هذا النطاق أيضا في مجلة ..","이 범위는 저널에서 사용된다 ..","この範囲はまた、ジャーナルに使用されています..","היקף זה משמש גם Journal ..","Denna omfattning används också i Journal ..","Tento rozsah je také použit v Journal ..","Эта область также используется в журнале ..","saklaw na ito ay ginagamit din sa Journal ..","kasangkaran Kini gigamit usab sa Journal .."
"This scope is also used in the customer account page to display the shipping history..","This scope is also used in the customer account page to display the shipping history..","Dit bereik wordt ook gebruikt in de klant rekening pagina om de scheepvaart geschiedenis weer te geven ..","Este ámbito también se utiliza en la página de la cuenta del cliente para visualizar el historial de envíos ..","这个范围也用在客户账户页面来显示航运历史..","Dieser Bereich wird auch in der Kunden-Account-Seite verwendet, um die Schifffahrtsgeschichte angezeigt werden ..","Cette portée est également utilisé dans la page de compte client pour afficher l'historique de navigation ..","Questo ambito è utilizzato anche nella pagina di account cliente per visualizzare la cronologia di spedizione ..","Este aparelho também é usado na página da conta do cliente para exibir o histórico de envio ..","Αυτό το πεδίο χρησιμοποιείται επίσης στην σελίδα του λογαριασμού του πελάτη για να εμφανίσετε την ιστορία της ναυτιλίας ..","Zakres ten jest również używany na stronie konta klienta, aby wyświetlić historię wysyłki ..","Dette omfang bruges også i kundens konto siden for at vise skibsfarten historie ..","Tämä soveltamisala on myös käytetty asiakkaan tilillä sivun näkyviin merenkulun historia ..","Denne muligheten er også brukt i kundekonto for å vise frakt historie ..","يستخدم هذا النطاق أيضا في صفحة حساب العميل لعرض تاريخ الشحن ..","이 범위는 발송 내역을 표시하는 고객 계정 페이지에 사용되는 ..","このスコープは、また、出荷履歴を表示するには、顧客のアカウントページで使用されています..","היקף זה גם משמש את דף החשבון ללקוח כדי להציג את ההיסטוריה משלוח ..","Denna omfattning används också i kundens konto för att visa sjöfarten historia ..","Tento rozsah je také použit na stránce účtu zákazníka pro zobrazení historie přepravní ..","Эта область также используется в счета клиента, чтобы отобразить историю доставки ..","saklaw na ito ay ginagamit din sa page customer account upang ipakita ang kasaysayan shipping ..","kasangkaran Kini gigamit usab sa panid customer asoy sa pagpasundayag sa kasaysayan shipping .."
"This scope is just used for the manual, as it describes which parameters a certain replacer needs..","This scope is just used for the manual, as it describes which parameters a certain replacer needs..","Dit bereik wordt alleen gebruikt voor de handmatige, want het beschrijft die een zekere vervanger behoeften parameters ..","Este ámbito de aplicación sólo se utiliza el manual, ya que describe los parámetros que unas determinadas necesidades de sustitutos ..","该范围只用于手动，因为它描述了哪些参数一定的替代需求..","Dieser Bereich ist nur für den manuellen verwendet, da es beschreibt, die eine bestimmte Ersatzstoff Bedürfnisse Parameter ..","Cette portée est simplement utilisée pour le manuel, car il décrit les paramètres a certains besoins de replacer ..","Questo ambito è solo utilizzato per il manuale, in quanto descrive quali parametri a certi bisogni d'allattamento ..","Esse escopo é usado apenas para o manual, uma vez que descreve quais parâmetros a certas necessidades substitutos ..","Αυτό το πεδίο χρησιμοποιείται μόνο για το εγχειρίδιο, καθώς περιγράφει τις παραμέτρους που ένα ορισμένο ανάγκες υποκατάστατο ..","Zakres ten jest po prostu stosować do instrukcji, jak to opisuje, które parametry pewnej potrzeby zamiennika ..","Dette anvendelsesområde er bare bruges til manuel, da det beskriver hvilke parametre en vis mælkeerstatning behov ..","Tämä laajuus on vain käytetään manuaalista, koska se kuvaa, mitkä parametrit tietty korvike tarpeisiin ..","Denne muligheten er bare brukt for den manuelle, som beskriver hvilke parametere en viss erstatningsbehov ..","يستخدم هذا النطاق فقط للدليل، كما يصف التي المعلمات وبعض الاحتياجات بديل ..","이 특정 대체물 요구되는 파라미터들로 설명이 범위는 단지 수동 사용된다 ..","それは特定の代替需要をどのパラメータについて説明し、この範囲はちょうど、マニュアルに使用されます..","היקף זה הוא רק משמש במדריך, כפי שהוא מתאר אילו פרמטרים הצרכים תחליף מסוים ..","Denna räckvidd är bara används för manuell, eftersom det beskriver vilka parametrar ett visst ersättningar behov ..","Tento rozsah slouží jen k návodu, jak to popisuje, jaké parametry určitém potřeby náhražce ..","Эта область используется только для руководства, поскольку она описывает, какие параметры определенные потребности заменитель ..","saklaw na ito ay ginagamit lamang para sa manu-manong, tulad ng ito ay naglalarawan na mga parameter ng isang tiyak na mga pangangailangan replacer ..","kasangkaran Kini nga lang nga gigamit alang sa mga manwal, ingon nga kini naghulagway nga lantugi sa usa ka panginahanglan sa replacer .."
"This scope is used by WishListOption,ProductOptionValue and ShoppingCartOption..","This scope is used by WishListOption,ProductOptionValue and ShoppingCartOption..","Deze ruimte wordt gebruikt door WishListOption, ProductOptionValue en ShoppingCartOption ..","Este alcance es utilizado por WishListOption, ProductOptionValue y ShoppingCartOption ..","此范围用于由WishListOption，ProductOptionValue和ShoppingCartOption ..","Dieser Bereich wird durch WishListOption, ProductOptionValue und ShoppingCartOption verwendet ..","Ce champ est utilisé par WishListOption, ProductOptionValue et ShoppingCartOption ..","Questo ambito viene utilizzato da WishListOption, ProductOptionValue e ShoppingCartOption ..","Esse escopo é usado por WishListOption, ProductOptionValue e ShoppingCartOption ..","Αυτό το πεδίο χρησιμοποιείται από WishListOption, ProductOptionValue και ShoppingCartOption ..","Zakres ten jest wykorzystywany przez WishListOption, ProductOptionValue i ShoppingCartOption ..","Denne omfang bruges af WishListOption, ProductOptionValue og ShoppingCartOption ..","Tämä laajuus käyttävät WishListOption, ProductOptionValue ja ShoppingCartOption ..","Denne muligheten brukes av WishListOption, ProductOptionValue og ShoppingCartOption ..","يستخدم هذا النطاق من قبل WishListOption، ProductOptionValue وShoppingCartOption ..","이 범위는 WishListOption, ProductOptionValue 및 ShoppingCartOption에 의해 사용됩니다 ..","この範囲はWishListOption、ProductOptionValueとShoppingCartOptionによって使用されます..","היקף זה משמש WishListOption, ProductOptionValue ו ShoppingCartOption ..","Denna omfattning används av WishListOption, ProductOptionValue och ShoppingCartOption ..","Tento rozsah je používán WishListOption, ProductOptionValue a ShoppingCartOption ..","Эта область используется WishListOption, ProductOptionValue и ShoppingCartOption ..","saklaw na ito ay ginagamit sa pamamagitan ng WishListOption, ProductOptionValue at ShoppingCartOption ..","kasangkaran Kini nga gigamit sa WishListOption, ProductOptionValue ug ShoppingCartOption .."
"This scope is used in the backend to display the saved settings of the model which includes the layout, name, the inheritance if the general setting is used or is customized..","This scope is used in the backend to display the saved settings of the model which includes the layout, name, the inheritance if the general setting is used or is customized..","Dit bereik wordt in de backend de opgeslagen instellingen van het model dat de inrichting, naam, het erven als de algemene instelling wordt gebruikt of aangepast bevat weergave- ..","Este ámbito de aplicación se utiliza en el backend para mostrar la configuración guardada del modelo que incluye el diseño, el nombre, la herencia si la configuración general, se utiliza o se personaliza ..","这个范围是在后端用于显示，其中包括的布局，名称，如果使用一般的设置或定制的继承模型的储存的设定..","Dieser Bereich wird im Backend verwendet, um die gespeicherten Einstellungen des Modells angezeigt werden, die das Layout, Namen, die Erbschaft, wenn das allgemeine Einstellung wird verwendet, oder besonders angefertigt wird ..","Ce champ est utilisé dans le backend pour afficher les paramètres enregistrés du modèle qui comprend la mise en page, le nom, l'héritage si le cadre général est utilisé ou est personnalisé ..","Questa applicazione è utilizzata nel backend per visualizzare le impostazioni salvate del modello che include la disposizione, il nome, l'eredità se l'impostazione generale è utilizzata o è personalizzato ..","Esse escopo é usado no backend para exibir as configurações salvas do modelo que inclui o layout, nome, a herança se a configuração geral é usado ou é personalizado ..","Αυτό το πεδίο χρησιμοποιείται στο backend για να εμφανίσετε τις αποθηκευμένες ρυθμίσεις του μοντέλου που περιλαμβάνει τη διάταξη, το όνομα, την κληρονομιά, αν η γενική ρύθμιση χρησιμοποιείται ή έχει προσαρμοστεί ..","Zakres ten jest stosowany w backend, aby wyświetlić zapisane ustawienia modelu, który obejmuje układ, nazwisko, dziedziczenie czy ogólnie ustawienie jest stosowane lub jest dostosowany ..","Denne omfang anvendes i backend for at vise de gemte indstillinger i modellen som omfatter layout, navn, arven, hvis den generelle indstilling anvendes eller er tilpasset ..","Tämä laajuus käytetään backend näyttää tallennetut asetukset mallin, joka sisältää layout, nimi, perintö jos yleinen asetusta käytetään tai on räätälöity ..","Denne muligheten blir brukt i bakstykket for å vise de lagrede innstillingene av modellen som inkluderer utformingen, navn, arven dersom den generelle innstillingen brukes eller er tilpasset ..","ويستخدم هذا النطاق في الخلفية لعرض الإعدادات التي تم حفظها من النموذج الذي يتضمن تخطيط والاسم والميراث إذا كان الإعداد العام يستخدم أو يتم تخصيص ..","이 범위 레이아웃 이름, 일반적인 설정을 사용하거나 사용자 정의되면 유산을 포함하는 모델의 저장된 설정을 표시 백엔드 사용된다 ..","この範囲は、一般的な設定が使用されている、またはカスタマイズされた場合、レイアウト、名前、継承を含むモデルの保存された設定を表示するには、バックエンドで使用されています..","היקף זה משמש ב backend כדי להציג את ההגדרות השמורות של מודל הכולל את הפריסה, שם, הירושה אם ההגדרה הכללית משמש או מותאמת ..","Denna omfattning används i backend för att visa de sparade inställningarna för den modell som inkluderar layout, namn, arv om den allmänna inställningen används eller är anpassat ..","Tento rozsah je používán v backendu se zobrazí uložená nastavení modelu, který zahrnuje rozvržení, název, dědictví, pokud je obecná nastavení používá, nebo je vlastní ..","Эта область используется в интерфейсе для отображения сохраненные параметры модели, которая включает в себя макет, имя, наследство, если общая установка используется или настроенное ..","saklaw na ito ay ginagamit sa backend upang ipakita ang mga naka-save na setting ng mga modelo kung saan kabilang ang layout, pangalan, ang mana kung ang pangkalahatang setting ay ginagamit o ay na-customize ..","kasangkaran Kini nga gigamit diha sa backend sa pagpasundayag sa maluwas engaste nga sa modelo nga naglakip sa Layout, ngalan, ang panulondon kon ang kinatibuk-ang kahimtang gigamit o customized .."
"This scope is used to loop the design variations by group. Used in the Design Selection Management..","This scope is used to loop the design variations by group. Used in the Design Selection Management..","Deze ruimte wordt gebruikt om de loop van het ontwerp variaties per groep. Gebruikt in de Design Selection management ..","Este ámbito de aplicación se utiliza para recorrer las variaciones de diseño por grupo. Se utiliza en la gestión de la selección del diseño ..","这个范围是由组用于循环设计的变化。在设计中选择管理..","Dieser Bereich wird in einer Schleife um die Design-Variationen von Gruppe verwendet. Wird in der Design-Auswahl-Management ..","Ce champ est utilisé pour boucler les variations de conception par le groupe. Utilisé dans la gestion Sélection Conception ..","Questo ambito viene utilizzato per ciclo le variazioni progettuali per gruppo. Utilizzati per la progettazione di selezione di gestione ..","Este escopo é usado para repetir as variações de design pelo grupo. Usado na Gestão de Design Selection ..","Αυτό το πεδίο χρησιμοποιείται για να βρόχο τις παραλλαγές του σχεδιασμού από την ομάδα. Χρησιμοποιούνται στη διαχείριση Επιλογή Σχεδιασμού ..","Zakres ten jest używany do pętli wariacje projektowych przez grupy. Używany w Design Selection Zarządzania ..","Denne omfang bruges til at sløjfe design variationer efter gruppe. Bruges i Design Selection Management ..","Tämä laajuus käytetään loop suunnittelu vaihtelut ryhmittäin. Käytetään Design Selection Management ..","Denne muligheten brukes til å sløyfe de variantene av gruppen. Brukes i Design Selection Ledelse ..","ويستخدم هذا النطاق لحلقة الاختلافات التصميم من قبل المجموعة. المستخدمة في إدارة اختيار التصميم ..","이 범위는 그룹 루프 디자인 변형을 사용합니다. 디자인 선택 관리에 사용 ..","このスコープは、グループによってデザインバリエーションループに使用されます。デザインセレクションの管理に使用されます..","היקף זה משמש לולאה תכנונים ידי הקבוצה. המשמש לניהול בחירת העיצוב ..","Denna omfattning används för att loop designvariationer av gruppen. Används i Design Selection ledningen ..","Tento rozsah se používá pro smyčce varianty návrhu podle skupin. Používá se v návrhovém řízení pro výběr ..","Эта область используется для петли вариации дизайна группой. Используется в управлении дизайн выбор ..","saklaw ito ay ginagamit upang loop ang mga pagkakaiba-iba disenyo sa pamamagitan ng group. Ginamit sa Design Selection Management ..","kasangkaran Kini nga gigamit sa laang sa mga kalainan disenyo pinaagi sa grupo. Gigamit sa Design Selection Management .."
"This scope returns and manipulates the menu options set in the backend..","This scope returns and manipulates the menu options set in the backend..","Deze scope terug en manipuleert de menu-opties in te stellen in de backend ..","Este alcance regresa y manipula las opciones de menú en el back-end ..","该范围返回和操作在后端设置菜单选项..","Dieser Rahmen gibt und manipuliert die Menüoptionen im Backend ..","Ce champ retourne et manipule les options de menu définis dans le backend ..","Questo ambito ritorna e manipola i menu fisso nel backend ..","Este escopo retorna e manipula as opções de menu fixo no backend ..","Αυτό το πεδίο επιστρέφει και χειρίζεται τις επιλογές του μενού που στο backend ..","Zakres ten wraca i manipuluje opcje menu określone w backend ..","Denne omfang vender tilbage og manipulerer menupunkterne fastsat i backend ..","Tämä laajuus palauttaa ja manipuloi valikon vaihtoehdot asetettu backend ..","Denne muligheten returnerer og manipulerer menyalternativene satt i backend ..","هذا المجال يعود وتعالج خيارات القائمة المنصوص عليها في الخلفية ..","이 범위는 반환 및 백엔드에서 설정 메뉴 옵션을 조작 ..","このスコープは、バックエンドで設定されたメニューオプションを返し、操作します..","היקף זה חוזר מתפעל את אפשרויות מהתפריט הקבוע ב backend ..","Denna omfattning återvänder och manipulerar menyalternativ som i backend ..","Tento rozsah vrátí a manipuluje volby menu nastavit v backendu ..","Эта область возвращается и манипулирует опции меню, установленные в интерфейсе ..","saklaw na ito ay magbabalik at manipulates ang mga pagpipilian sa menu set sa backend ..","kasangkaran Kini nga mobalik ug gimani- obra sa mga kapilian sa menu sa sa sa backend .."
"This scope returns the name of the right or functionality to which the permission is applied to..","This scope returns the name of the right or functionality to which the permission is applied to..","Dit bereik geeft de naam van het recht of functionaliteit waaraan toestemming wordt aangebracht ..","Este alcance devuelve el nombre de la derecha o la funcionalidad a la que se aplica el permiso para ..","这个范围返回到该许可被施加到右侧或功能的名称..","Dieser Bereich liefert den Namen des rechten oder Funktionalität zu dem die Erlaubnis zur aufgebracht ..","Ce champ renvoie le nom de la droite ou de la fonctionnalité à laquelle l'autorisation est appliqué à ..","Questo ambito restituisce il nome di destra o di funzionalità a cui l'autorizzazione viene applicata ..","Este âmbito retorna o nome do direito ou a funcionalidade a que a permissão é aplicada a ..","Αυτό το πεδίο εφαρμογής επιστρέφει το όνομα του δικαιώματος ή τη λειτουργικότητα με την οποία η άδεια ισχύει για ..","Zakres ten zwraca nazwę prawej lub funkcjonalności, do których uprawnienie jest stosowane do ..","Dette anvendelsesområde returnerer navnet på den højre eller funktionalitet for tilladelsen påføres ..","Tämä laajuus palauttaa nimen oikeutta tai toimintoja, joihin lupa on sovellettu ..","Dette omfang returnerer navnet på høyre eller funksjonaliteten til der tillatelsen er påført ..","هذا النطاق إرجاع اسم الحق أو وظيفة التي يتم تطبيقها على إذن ل..","이 범위는 권한이인가되어있는 권리 또는 기능의 이름을 반환 ..","このスコープは、権限が適用されている権利や機能の名前を返します..","ההיקף זה מחזיר את השם של הזכות או הפונקציונלי שאליו הרשות מוחלת ..","Denna omfattning returnerar namnet på höger eller funktionalitet som tillstånd appliceras på ..","Tento rozsah vrátí název pravé nebo funkční skupinou, na kterou je aplikován na povolení ..","Эта область возвращает имя права или функциональности, к которой разрешение применяется к ..","saklaw na ito ay bumalik ang mga pangalan ng mga karapatan o pag-andar na kung saan ang pahintulot ay inilapat sa ..","kasangkaran Kini nga mobalik sa ngalan sa sa tuo o kagamitan, katuyoan sa diin ang pagtugot gipadapat sa .."
"Used by the replacer ShoppingCart.Items and and ShoppingCart.RecentlyAddedItems..","Used by the replacer ShoppingCart.Items and and ShoppingCart.RecentlyAddedItems..","Gebruikt door de vervanger ShoppingCart.Items en en ShoppingCart.RecentlyAddedItems ..","Utilizado por los ShoppingCart.Items y ShoppingCart.RecentlyAddedItems y sustitutos ..","由替代ShoppingCart.Items和和ShoppingCart.RecentlyAddedItems使用..","Wird von den Ersatzstoff ShoppingCart.Items und und ShoppingCart.RecentlyAddedItems ..","Utilisé par les ShoppingCart.Items et et ShoppingCart.RecentlyAddedItems replacer ..","Usato dai ShoppingCart.Items e ShoppingCart.RecentlyAddedItems e d'allattamento ..","Usado pelos ShoppingCart.Items e e ShoppingCart.RecentlyAddedItems substitutos ..","Χρησιμοποιείται από τις ShoppingCart.Items υποκατάστατο και και ShoppingCart.RecentlyAddedItems ..","Używany przez ShoppingCart.Items i ShoppingCart.RecentlyAddedItems i zamiennika ..","Anvendes af de mælkeerstatning ShoppingCart.Items og og ShoppingCart.RecentlyAddedItems ..","Käytetään korvike ShoppingCart.Items ja ja ShoppingCart.RecentlyAddedItems ..","Brukes av de erstatning ShoppingCart.Items og og ShoppingCart.RecentlyAddedItems ..","المستخدمة من قبل ShoppingCart.Items بديل ووShoppingCart.RecentlyAddedItems ..","대체물의 ShoppingCart.Items과 및 ShoppingCart.RecentlyAddedItems에서 사용 ..","代替ShoppingCart.ItemsととShoppingCart.RecentlyAddedItemsで使用されます..","בשימוש על ידי ShoppingCart.Items תחליף ו ו ShoppingCart.RecentlyAddedItems ..","Används av de ersättningar ShoppingCart.Items och och ShoppingCart.RecentlyAddedItems ..","Používají krmných ShoppingCart.Items a a ShoppingCart.RecentlyAddedItems ..","Используется заменитель ShoppingCart.Items и и ShoppingCart.RecentlyAddedItems ..","Ginamit sa pamamagitan ng replacer ShoppingCart.Items at at ShoppingCart.RecentlyAddedItems ..","Gigamit pinaagi sa replacer ShoppingCart.Items ug ug ShoppingCart.RecentlyAddedItems .."
"Used in the File Explorer..","Used in the File Explorer..","Gebruikt in de File Explorer ..","Se utiliza en el Explorador de archivos ..","用在文件管理器..","Wird in der Datei-Explorer ..","Utilisé dans l'Explorateur de fichiers ..","Utilizzato nel File Explorer ..","Usado no File Explorer ..","Που χρησιμοποιούνται για την Εξερεύνηση αρχείων ..","Używany w Eksploratorze plików ..","Anvendes i File Explorer ..","Käytetään File Explorer ..","Brukes i File Explorer ..","المستخدمة في ملف اكسبلورر ..","파일 탐색기에서 사용 ..","ファイルエクスプローラで使用されます..","משמש סייר קבצים ..","Används i File Explorer ..","Používá se v Průzkumníku souborů ..","Используется в Проводник файлов ..","Ginamit sa File Explorer ..","Gigamit sa File Explorer .."
"Used to loop the products of the set filter,loop the other pages,manipulate the pagination and list the layered attributes..","Used to loop the products of the set filter,loop the other pages,manipulate the pagination and list the layered attributes..","Wordt gebruikt om loop van de producten van de set filter, loop de andere pagina's, manipuleren van de paginering en een lijst van de gelaagde attributen ..","Se utilizan para bucle de los productos de la serie, filtro de bucle de las otras páginas, manipulan la paginación y la lista de los atributos de capas ..","用于循环的设置过滤器的产品，循环其他页面，操​​纵分页并列出分层属性..","Wird verwendet, um Schleife die Produkte der Reihe Filter, Schleife die anderen Seiten, manipulieren die Paginierung und die Liste der geschichteten Attribute ..","Utilisés pour boucler les produits du filtre de consigne, boucle les autres pages, de manipuler la pagination et la liste des attributs couches ..","Usato per ciclo i prodotti del filtro insieme, ad anello le altre pagine, manipolano l'impaginazione e la lista degli attributi più livelli ..","Usados ​​para repetir os produtos do filtro conjunto, laço as outras páginas, manipular a paginação e listar os atributos camadas ..","Χρησιμοποιείται για να βρόχο τα προϊόντα του σετ φίλτρων, βρόχος οι άλλες σελίδες, χειραγωγήσουν την σελιδοποίηση και τον κατάλογο των στρώσεων χαρακτηριστικά ..","Służy do pętli produkty z zestawu filtracyjnego, pętla pozostałe strony, manipulować paginacji i notować warstwowe atrybuty ..","Bruges til at sløjfe produkterne i sættet filter, loop de andre sider, manipulere pagineringen og en liste over de lagdelte attributter ..","Käytetään silmukka tuotteita asetetun suodattimen, silmukka muille sivuille, manipuloida sivunumerointi ja luetella kerroksellinen määritteet ..","Brukes til å sløyfe produkter av settet filter, sløyfe de andre sidene, manipulere paginering og liste opp de lagdelte attributter ..","تستخدم لحلقة المنتجات للتصفية مجموعة، حلقة الصفحات الأخرى، التلاعب في ترقيم الصفحات وقائمة سمات الطبقات ..","필터 설정의 제품에 사용 된 루프 루프 다른 페이지는 페이징 조작 및 적층 특성을 나열 ..","セットフィルタの製品ループに使用され、ループの他のページは、ページネーションを操作し、層状の属性をリスト..","משמשים לולאת המוצרים של המערכה הסינון, לולאת הדפים אחרות, לתפעל את העימוד ולפרט את התכונות השכבתיות ..","Används för att loop produkter i uppsättningen filter, loop andra sidor, manipulera sidnumrering och lista de skiktade attribut ..","Používá se k smyčce výrobky z nastaveného filtru, poutko na jiné stránky, manipulovat s stránkování a seznam vrstvené atributy ..","Используются для цикла продукты установленного фильтра, петли и другие страницы, манипулировать нумерацию страниц и список слоистые атрибуты ..","Ginagamit upang loop sa mga produkto ng set filter, loop ang iba pang mga pahina, manipulahin ang pagbilang ng pahina at ilista ang layered katangian ..","Gigamit sa laang sa mga produkto sa set filter, loop sa ubang mga panid, pagmaniobra sa pagination ug ilista ang hut-ong mga hiyas .."
