"key","en","nl","es","zh-CN","de","fr","it","pt","el","pl","da","fi","no","ar","ko","ja","iw","sv","cs","ru","tl","ceb"
"displays all the forum group","displays all the forum group","toont alle forum groep","muestra todo el grupo del foro","显示所有论坛组","zeigt alle Forum-Gruppe","Affiche tous les groupe de forum","mostra tutto il gruppo forum","exibe todo o grupo fórum","εμφανίζει όλες τις ομάδας συζητήσεων","wyświetla wszystkie grupy forum","viser alle forum-gruppen","näyttää kaikki työryhmän","viser hele forumet gruppen","يعرض كل مجموعة المنتدى","모든 포럼 그룹을 표시합니다","すべてのフォーラムのグループが表示されます","מציג את כל קבוצת הפורום","visar alla forum gruppen","zobrazuje všechny skupiny fóra","отображает все группы форумов","ipinapakita ang lahat ng grupo ng forum","nagpasundayag sa tanan nga mga forum nga grupo"
"Displays an error","Displays an error","Geeft een fout","Muestra un error","显示错误","Zeigt eine Fehler","Affiche une erreur","Consente di visualizzare un errore","Exibe um erro","Εμφανίζει ένα σφάλμα","Wyświetla błąd","Viser en fejl","Näyttää virhe","Viser en feil","يعرض خطأ","오류를 표시합니다","エラーが表示されます","מציג שגיאה","Visar ett fel","Zobrazí chybu","Отображает ошибку","Nagpapakita ng isang error","Nagpasundayag sa usa ka sayop"
"Displays an error that the model is not known.","Displays an error that the model is not known.","Geeft een foutmelding dat het model niet bekend.","Muestra un error de que el modelo no se conoce.","显示一个错误，该模型是不知道。","Zeigt einen Fehler, dass das Modell nicht bekannt ist.","Affiche une erreur que le modèle ne soit pas connue.","Consente di visualizzare un errore che il modello non è noto.","Exibe um erro que o modelo não é conhecido.","Εμφανίζει το μήνυμα ότι το μοντέλο δεν είναι γνωστή.","Wyświetla błąd, że model nie jest znany.","Viser en fejl, at modellen ikke er kendt.","Näyttää virhe, että malli ei ole tiedossa.","Viser en feil at modellen ikke er kjent.","يعرض خطأ أن نموذج غير معروف.","모델 알 수없는 것이 오류를 표시합니다.","モデルが知られていないというエラーが表示されます。","מציג שגיאה שהמודל אינו ידוע.","Visar ett felmeddelande om att modellen inte är känd.","Zobrazí chybu, že model není známo.","Отображает ошибку, что модель не известна.","Nagpapakita ng isang error na ang modelo ay hindi kilala.","Nagpasundayag sa usa ka sayop nga ang model nga wala makaila."
"Displays an error when the Block is not known.","Displays an error when the Block is not known.","Geeft een foutmelding wanneer het blok is niet bekend.","Muestra un error cuando el bloque no se conoce.","显示当块不知道一个错误。","Zeigt einen Fehler, wenn der Block nicht bekannt.","Affiche une erreur lorsque le bloc est pas connue.","Consente di visualizzare un errore quando il blocco non è noto.","Exibe um erro quando o bloco não é conhecido.","Εμφανίζει ένα σφάλμα όταν το μπλοκ δεν είναι γνωστή.","Wyświetla błąd, gdy blok nie jest znany.","Viser en fejl, når Block ikke er kendt.","Näyttää virheen Estä ei tiedetä.","Viser en feilmelding når Block er ikke kjent.","يعرض خطأ عندما لا يعرف كتلة.","블록 알 수없는 오류를 표시합니다.","ブロックが知られていないエラーが表示されます。","מציג שגיאה בעת הבלוק אינו ידוע.","Visar ett fel när grupp inte är känd.","Zobrazí chybu, když je blok není znám.","Отображает ошибку, когда блок не известно.","Nagpapakita ng isang error kapag ang mga block ay hindi kilala.","Nagpasundayag sa usa ka sayop sa diha nga ang Block wala mahibaloi."
"Displays an error when the filter is not known.","Displays an error when the filter is not known.","Geeft een fout wanneer het filter niet bekend.","Muestra un error cuando no se conoce el filtro.","显示当过滤器是不知道的错误。","Zeigt einen Fehler, wenn der Filter nicht bekannt ist.","Affiche une erreur lorsque le filtre est pas connue.","Consente di visualizzare un errore quando il filtro non è noto.","Exibe um erro quando o filtro não é conhecido.","Εμφανίζει ένα σφάλμα όταν το φίλτρο δεν είναι γνωστή.","Wyświetla błąd, gdy filtr nie jest znany.","Viser en fejl, når filteret ikke er kendt.","Näyttää virheen, kun suodatin ei ole tiedossa.","Viser en feilmelding når filteret ikke er kjent.","يعرض خطأ عند مرشح غير معروف.","필터를 알 수없는 오류를 표시합니다.","フィルタが知られていないエラーが表示されます。","מציג שגיאה כאשר המסנן אינו ידוע.","Visar ett fel när filtret inte är känd.","Zobrazí chybu, když je filtr není znám.","Отображает ошибку, когда фильтр не известно.","Nagpapakita ng isang error kapag ang mga filter ay hindi kilala.","Nagpasundayag sa usa ka sayop sa diha nga ang filter wala mahibaloi."
"Displays an error when the URL is not known.","Displays an error when the URL is not known.","Geeft een fout wanneer de URL niet bekend.","Muestra un error cuando no se conoce la dirección URL.","时显示的URL是未知的一个错误。","Zeigt einen Fehler, wenn die URL nicht bekannt ist.","Affiche une erreur lorsque l'URL est pas connue.","Consente di visualizzare un errore quando l'URL non è noto.","Exibe um erro quando a URL não é conhecido.","Εμφανίζει ένα σφάλμα όταν η διεύθυνση URL δεν είναι γνωστή.","Wyświetla się błąd, gdy adres URL nie jest znany.","Viser en fejl, når URL'en ikke er kendt.","Näyttää virheen URL-osoitetta ei tiedetä.","Viser en feilmelding når nettadressen ikke er kjent.","يعرض خطأ عندما يكون URL غير معروف.","URL을 알 수없는 오류를 표시합니다.","URLが知られていないエラーが表示されます。","מציג שגיאה כאשר כתובת האתר לא ידוע.","Visar ett fel när webbadressen är inte känd.","Zobrazí chybu, když je adresa URL není znám.","Отображает ошибку, когда URL не известно.","Nagpapakita ng isang error kapag ang mga URL ay hindi kilala.","Nagpasundayag sa usa ka sayop sa diha nga ang URL wala mahibaloi."
"Displays description and other information about a filter.","Displays description and other information about a filter.","Displays beschrijving en andere informatie over een filter.","Muestra la descripción y otra información sobre un filtro.","显示的描述和关于过滤器的其他信息。","Zeigt die Beschreibung und andere Informationen über einen Filter.","Affiche la description et d'autres informations au sujet d'un filtre.","Visualizza descrizione e altre informazioni su un filtro.","Displays descrição e outras informações sobre um filtro.","Εμφανίζει την περιγραφή και άλλες πληροφορίες σχετικά με ένα φίλτρο.","Opis wyświetlacze i inne informacje o filtrze.","Viser beskrivelse og andre oplysninger om et filter.","Näyttää kuvauksen ja muita tietoja suodatin.","Viser beskrivelse og annen informasjon om et filter.","يعرض وصف ومعلومات أخرى حول مرشح.","표시 설명 및 필터에 대한 기타 정보.","フィルタについての説明やその他の情報を表示します。","תיאור מציג ומידע נוסף על מסנן.","Visar beskrivning och annan information om ett filter.","Zobrazuje popis a další informace o filtru.","Отображает описание и прочая информация о фильтре.","Paglalarawan Ipinapakita at iba pang mga impormasyon tungkol sa isang filter.","Pagpasundayag paghulagway ug uban pang mga impormasyon mahitungod sa usa ka filter."
"Displays description and other information about a model.","Displays description and other information about a model.","Displays beschrijving en andere informatie over een model.","Muestra la descripción y otra información acerca de un modelo.","显示的说明和关于模型的其他信息。","Zeigt die Beschreibung und andere Informationen zu einem Modell.","Affiche la description et d'autres informations sur un modèle.","Visualizza descrizione e altre informazioni su un modello.","Displays descrição e outras informações sobre um modelo.","Εμφανίζει την περιγραφή και άλλες πληροφορίες σχετικά με το μοντέλο.","Opis wyświetlacze i inne informacje o modelu.","Viser beskrivelse og andre oplysninger om en model.","Näyttää kuvauksen ja muita tietoja mallista.","Viser beskrivelse og annen informasjon om en modell.","يعرض وصف ومعلومات أخرى حول نموذجا.","표시 설명과 모델에 대한 다른 정보를 포함 할 수있다.","モデルについての説明やその他の情報を表示します。","תיאור מציג ומידע נוסף על דגם.","Visar beskrivning och annan information om en modell.","Zobrazuje popis a další informace o modelu.","Отображает описание и прочая информация о модели.","Paglalarawan Ipinapakita at iba pang mga impormasyon tungkol sa isang model.","Pagpasundayag paghulagway ug uban pang mga impormasyon mahitungod sa usa ka modelo."
"Displays recent orders and account details.","Displays recent orders and account details.","Geeft recente orders en account gegevens.","Muestra pedidos recientes y datos de la cuenta.","显示最近的订单和账户详细信息。","Zeigt letzten Bestellungen und Kontodaten.","Affiche commandes récentes et les détails du compte.","Visualizza ordini recenti e dettagli del conto.","Exibe encomendas recentes e detalhes da conta.","Εμφανίζει πρόσφατες παραγγελίες και τα στοιχεία του λογαριασμού.","Wyświetla ostatnie zamówienia i danych konta.","Viser de seneste ordrer og kontooplysninger.","Näyttää viime tilauksia ja tilitietoja.","Viser siste bestillinger og kontoopplysninger.","يعرض أوامر الأخيرة وتفاصيل الحساب.","최근 주문 및 계좌 정보를 표시합니다.","最近の注文やアカウントの詳細を表示します。","מציג הזמנות האחרונות ואת פרטי חשבון.","Visar de senaste order och kontouppgifter.","Zobrazuje poslední objednávky a detaily účtu.","Отображает последние приказы и реквизиты.","Nagpapakita kamakailang mga order at mga detalye ng account.","Nagpasundayag sa bag-o nga sugo ug account detalye."
"Displays samples on how things work.","Displays samples on how things work.","Displays voorbeelden over hoe de dingen werken.","Muestra las muestras de cómo funcionan las cosas.","显示样品的事情是如何工作的。","Zeigt die Proben auf, wie die Dinge funktionieren.","Affiche les échantillons sur la façon dont les choses fonctionnent.","Visualizza esempi su come funzionano le cose.","Exibe amostras de como as coisas funcionam.","Εμφανίζει τα δείγματα για το πώς λειτουργούν τα πράγματα.","Wyświetla próbki na jak to wszystko działa.","Viser prøver på, hvordan tingene fungerer.","Näyttää näytteitä miten asiat toimivat.","Viser eksempler på hvordan ting fungerer.","يعرض عينات على كيفية عمل الأشياء.","사물이 작동하는 방법에 대한 표시 샘플.","物事の仕組み上のサンプルを表示します。","דגימות מציג על איך דברים עובדים.","Visar prov på hur saker och ting fungerar.","Zobrazí vzorky o tom, jak věci fungují.","Отображает образцы на как вещи работают.","Nagpapakita ng mga halimbawa sa kung paano bagay na trabaho.","Pagpasundayag sample kon sa unsang paagi ang mga butang sa trabaho."
"Displays some texts like ‘You are already Logged In’.","Displays some texts like ‘You are already Logged In’.","Toont enkele teksten als 'Je bent al ingelogd.","Muestra algunos textos como 'Ya está en el sistema'.","显示一些文本如“您已经登录了”。","Zeigt einige Texte wie Sie sind bereits angemeldet.","Affiche certains textes comme Vous êtes déjà connecté.","Consente di visualizzare alcuni testi come 'si è già connessi In'.","Apresenta alguns textos como Você já está logado.","Εμφανίζει κάποια κείμενα όπως «Είστε ήδη συνδεθεί».","Wyświetla niektóre teksty typu: Jesteś już zalogowany.","Viser nogle tekster som 'Du er allerede logget ind .","Näyttää joitakin tekstejä kuten Olet jo kirjautunut sisään.","Viser noen tekster som Du er allerede logget inn '.","يعرض بعض النصوص مثل 'يتم دخولك بالفعل في .","이미 로그인'과 같은 몇 가지 텍스트를 표시합니다.","「すでにログインしている」などのいくつかのテキストを表示します。","מציג כמה טקסטים כמו 'אתה כבר מחובר ב'.","Visar några texter som Du är redan Inloggade.","Zobrazuje některé texty jako jste již přihlášeni.","Отображает некоторые тексты, как Вы уже вошли в систему.","Nagpapakita ang ilang mga teksto tulad ng 'Naka-Naka-log In'.","Nagpasundayag sa pipila ka teksto sama sa 'na kamo Logged Sa'."
"Displays the attributes (fields) which are used for advanced searching.","Displays the attributes (fields) which are used for advanced searching.","Geeft de attributen (velden) die worden gebruikt voor geavanceerde zoeken.","Muestra los atributos (campos) que se utilizan para la búsqueda avanzada.","显示它们用于高级搜索属性（字段）。","Zeigt die Attribute (Felder), die für die erweiterte Suche verwendet werden.","Affiche les attributs (champs) qui sont utilisés pour la recherche avancée.","Visualizza gli attributi (campi) che vengono utilizzati per la ricerca avanzata.","Exibe os atributos (campos) que são usados ​​para a busca avançada.","Εμφανίζει τις ιδιότητες (πεδία) που χρησιμοποιούνται για την προηγμένη αναζήτηση.","Wyświetla, które są wykorzystywane do zaawansowanego wyszukiwania atrybutów (pól).","Viser de attributter (felter), som anvendes til avanceret søgning.","Näyttää tiedot (kentät), joita käytetään pitkälle etsimistä.","Viser attributtene (felt) som brukes for avansert søk.","يعرض سمات (حقول) والتي تستخدم لبحث المتقدم.","고급 검색에 사용되는 특성 (필드)를 표시합니다.","高度な検索に使用する属性（フィールド）を表示します。","מציג את המאפיינים (שדות) המשמשים לחיפוש מתקדם.","Visar de attribut (fält) som används för avancerad sökning.","Zobrazí atributy (pole), které se používají pro pokročilé vyhledávání.","Отображает атрибуты (поля), которые используются для расширенного поиска.","Ipinapakita ang mga katangian (patlang) kung saan ay ginagamit para sa mga advanced na paghahanap.","Nagpasundayag sa mga hiyas (kaumahan) nga gigamit alang sa advanced pagpangita."
"Displays the available products of the specified brand.","Displays the available products of the specified brand.","Geeft de beschikbare producten van het opgegeven merk.","Muestra los productos de la marca especificada.","显示指定品牌的可用产品。","Zeigt die verfügbaren Artikel des angegebenen Marke.","Affiche les produits disponibles de la marque spécifiée.","Consente di visualizzare i prodotti disponibili del marchio specificato.","Exibe os produtos disponíveis da marca especificada.","Εμφανίζει τα διαθέσιμα προϊόντα της συγκεκριμένης μάρκας.","Wyświetla dostępne produkty określonej marki.","Viser de tilgængelige produkter i den angivne mærke.","Näyttää käytettävissä tuotteet määritetyn merkin.","Viser de tilgjengelige produkter av den angitte merkevare.","يعرض المنتجات المتاحة من ماركة محددة.","지정된 상표의 사용 가능한 제품을 표시합니다.","指定されたブランドの使用可能な製品を表示します。","מציג את המוצרים הזמינים של המותג שצוין.","Visar tillgängliga produkter i den angivna varumärket.","Zobrazí dostupné produkty zadané značky.","Отображает доступные продукты указанного бренда.","Ipinapakita ang mga magagamit na mga produkto ng mga tinukoy na brand.","Nagpasundayag sa mga anaa nga mga produkto sa mga bungat brand."
"Displays the available tags created by the customer.","Displays the available tags created by the customer.","Geeft de beschikbare labels die door de klant.","Muestra las etiquetas disponibles creados por el cliente.","显示由用户创建的现有标签。","Zeigt die verfügbaren Tags erstellt durch den Kunden.","Affiche les balises disponibles créés par le client.","Visualizza i tag disponibili creati dal cliente.","Exibe as marcas disponíveis criados pelo cliente.","Εμφανίζει τις διαθέσιμες ετικέτες που δημιουργούνται από τον πελάτη.","Wyświetla dostępne znaczniki utworzone przez klienta.","Viser de tilgængelige mærker skabt af kunden.","Näyttää käytettävissä olevat tunnisteet luoma asiakkaan.","Viser de tilgjengelige kodene skapt av kunden.","يعرض علامات المتاحة التي تم إنشاؤها من قبل الزبون.","고객에 의해 생성 가능한 태그를 표시합니다.","お客様が作成した利用可能なタグを表示します。","מציג את התגים הזמינים נוצרו על ידי הלקוח.","Visar de tillgängliga taggar som skapas av kunden.","Zobrazí dostupné značky vytvořené zákazníkem.","Отображает доступные теги, созданные пользователем.","Ipinapakita ang mga magagamit na mga tag na nilikha ng mga customer.","Nagpasundayag sa mga anaa tags gibuhat sa customer."
"Displays the best ranked or rated products.","Displays the best ranked or rated products.","Geeft de beste gerangschikt of nominale producten.","Muestra los productos mejor clasificados o tasados.","显示最好的排名或评级的产品。","Zeigt die bestplatzierten oder bewerteten Produkte.","Affiche les produits les mieux classés ou notés.","Consente di visualizzare i prodotti più ordinati o previsti.","Exibe os produtos mais classificados ou classificados.","Εμφανίζει τις καλύτερες κατάταξη ή ονομαστική προϊόντα.","Wyświetla najlepsze miejsca, lub przystosowanych produktów.","Viser de bedst klassificeret eller normeret produkter.","Näyttää paras sijoitus tai mitoitettu tuotteita.","Viser de beste rangert eller rangerte produkter.","يعرض أفضل المنتجات المرتبة أو تصنيف.","최고의 순위 또는 등급의 제품을 표시합니다.","最高のランク付け又は定格の製品を表示します。","מציג את המוצרים הטובים ביותר מדורגים או מדורגים.","Visar de bäst rang eller specificerade produkter.","Zobrazí Nejzařazovanýjýí nebo hodnocené produkty.","Отображает лучше ранжируются или оцениваются продукты.","Ipinapakita ang mga pinakamahusay na ranggo o rate ng mga produkto.","Nagpasundayag sa mga labing maayo nga pwesto o rated nga mga produkto."
"Displays the blocks that are set to show in the home page.","Displays the blocks that are set to show in the home page.","Geeft de blokken die zijn ingesteld om te laten zien in de home page.","Muestra los bloques que se establecen para mostrar en la página principal.","显示设置在首页显示的块。","Zeigt die Blöcke, die eingestellt werden, um auf der Startseite angezeigt.","Affiche les blocs qui sont mis à afficher dans la page d'accueil.","Consente di visualizzare i blocchi che sono impostati per mostrare in home page.","Exibe os blocos que estão definidas para mostrar na página inicial.","Εμφανίζει τα μπλοκ που έχουν οριστεί για να δείξει στην αρχική σελίδα.","Wyświetla bloki, które są ustawione, aby pokazać się na stronie głównej.","Viser de blokke, der er indstillet til at vise i hjemmesiden.","Näyttää lohkot asetetaan näkyä etusivulle.","Viser blokkene som er satt til å vise på hjemmesiden.","يعرض القطع التي تم تعيينها لتظهر في الصفحة الرئيسية.","홈 페이지에 표시하도록 설정되어 블록을 표시합니다.","ホームページに表示するように設定されているブロックを表示します。","מציג את הלוקים שמוגדרים להצגה בדף הבית.","Visar block som är inställda på att visa på hemsidan.","Zobrazuje bloky, které jsou nastaveny pro zobrazení na domovské stránce.","Отображение блоков, которые установлены, чтобы показать на домашней странице.","Ipinapakita ang mga bloke na ay nakatakda upang ipakita sa home page.","Nagpasundayag sa mga bloke nga gibutang sa pagpakita sa home page."
"Displays the chapter about the difference between listed pages here.","Displays the chapter about the difference between listed pages here.","Geeft het hoofdstuk over het verschil tussen de genoemde pagina hier.","Muestra el capítulo acerca de la diferencia entre las páginas enumeradas aquí.","显示关于此处列出页之间的差的一章。","Zeigt die Kapitel über den Unterschied zwischen aufgeführten Seiten hier.","Affiche le chapitre sur la différence entre les pages sont répertoriées ici.","Visualizza il capitolo sulla differenza tra pagine elencate qui.","Apresenta o capítulo sobre a diferença entre as páginas listadas aqui.","Εμφανίζει το κεφάλαιο σχετικά με τη διαφορά μεταξύ εισηγμένων σελίδες εδώ.","Wyświetla rozdział o różnicy pomiędzy wymienionych stron tutaj.","Viser kapitlet om forskellen mellem børsnoterede sider her.","Näyttää lukua ero on lueteltu sivuilla täällä.","Viser kapittel om forskjellen mellom børsnoterte sider her.","يعرض الفصل عن الفرق بين الصفحات المذكورة هنا.","여기에 나열된 페이지 사이의 차이에 대한 장을 표시합니다.","ここに記載されているページの違いについての章を表示します。","מציג את הפרק על ההבדל בין דפים הרשומים כאן.","Visar kapitlet om skillnaden mellan börsnoterade sidor här.","Zobrazuje kapitola o rozdílu mezi uvedenými stránkách zde.","Отображает главу о разнице между перечисленных страниц здесь.","Ipinapakita ang mga kabanata tungkol sa mga pagkakaiba sa pagitan ng mga pahina na nakalista dito.","Nagpasundayag sa sa kapitulo mahitungod sa mga kalainan tali sa gilista mga panid dinhi."
"Displays the chapter about the rest-API.","Displays the chapter about the rest-API.","Geeft het hoofdstuk over de rest-API.","Muestra el capítulo sobre el resto-API.","显示有关的REST API的章节。","Zeigt die Kapitel über den Rest-API.","Affiche le chapitre sur le reste-API.","Visualizza il capitolo sul resto-API.","Apresenta o capítulo sobre o resto-API.","Εμφανίζει το κεφάλαιο για την υπόλοιπη-API.","Wyświetla rozdział o reszcie-API.","Viser kapitlet om resten-API.","Näyttää lukua loput-API.","Viser kapittel om resten-API.","يعرض الفصل حول-API بقية.","나머지-API에 대한 장을 표시합니다.","残り-APIに関する章を表示します。","מציג את הפרק על שאר-API.","Visar kapitlet om resten-API.","Zobrazuje kapitola o klidové-API.","Отображает главу о покоя API.","Ipinapakita ang mga kabanata tungkol sa natitirang-API.","Nagpasundayag sa sa kapitulo mahitungod sa uban-API."
"Displays the chapter about the templatnig system in general.","Displays the chapter about the templatnig system in general.","Geeft het hoofdstuk over het templatnig systeem in het algemeen.","Muestra el capítulo sobre el sistema templatnig en general.","显示有关templatnig系统一般的章节。","Zeigt die Kapitel über die templatnig System im Allgemeinen.","Affiche le chapitre sur le système de templatnig en général.","Visualizza il capitolo sul sistema templatnig in generale.","Apresenta o capítulo sobre o sistema templatnig em geral.","Εμφανίζει το κεφάλαιο για το σύστημα templatnig γενικότερα.","Wyświetla rozdział o systemie templatnig w ogóle.","Viser kapitlet om templatnig system i almindelighed.","Näyttää lukua templatnig järjestelmä yleensä.","Viser kapittelet om templatnig systemet generelt.","يعرض الفصل حول نظام templatnig بشكل عام.","일반적으로 templatnig 시스템에 대한 장을 표시합니다.","一般的にtemplatnigシステムに関する章を表示します。","מציג את הפרק על מערכת templatnig באופן כללי.","Visar kapitlet om templatnig systemet i allmänhet.","Zobrazuje kapitola o templatnig systému obecně.","Отображает главу о системе templatnig в целом.","Ipinapakita ang mga kabanata tungkol sa templatnig sistema sa pangkalahatan.","Nagpasundayag sa sa kapitulo mahitungod sa templatnig sistema sa kinatibuk-."
"Displays the checkout form of the customer.","Displays the checkout form of the customer.","Geeft de kassa vorm van de klant.","Muestra la forma de pago del cliente.","显示客户的结算形式。","Zeigt die Kasse Form des Kunden.","Affiche le formulaire de commande du client.","Visualizza il modulo di checkout del cliente.","Exibe o formulário de checkout do cliente.","Εμφανίζει τη μορφή ταμείο του πελάτη.","Wyświetla formularz kasy klienta.","Viser kassen form af kunden.","Näyttää kassalle muodossa asiakkaalle.","Viser kassa form av kunden.","يعرض شكل الخروج من العملاء.","고객의 체크 아웃 양식을 표시합니다.","お客様のチェックアウトフォームを表示します。","מציג את טופס הלקוחות של הלקוח.","Visar kassan form av kunden.","Zobrazuje pokladní formu zákazníka.","Отображает кассе форму заказчика.","Ipinapakita ang checkout form ng customer.","Pagpakita sa pagpagawas sa dagway sa mga customer."
"Displays the copy right details of the Shop Shop Shop.","Displays the copy right details of the Shop Shop Shop.","Geeft de kopie juiste details van de Winkel Winkel Winkel.","Muestra los detalles de copia derecho de la Tiendas Tiendas Tiendas.","显示网店铺店的副本右侧的详细信息。","Zeigt die Kopie rechts Details der Handel Handel Handel.","Affiche la copie de détails droite de la Boutique Shop.","Visualizza i giusti copia Dati del negozio Shop.","Exibe os detalhes de cópia direita da Loja Loja Loja.","Εμφανίζει τα σωστά στοιχεία αντίγραφο του Καταστήματα Καταστήματα Καταστήματα.","Wyświetla kopiowania odpowiednie szczegóły Shop Shop Shop.","Viser kopi rigtige detaljer i Butik Køb Shop.","Näyttää kopio oikealla yksityiskohdat Kauppa Kauppa Kauppa.","Viser kopierings riktige detaljene i Butikk Butikk Butikk.","يعرض اليمنى تفاصيل النسخة لمتجر متجر متجر.","가게 가게 가게의 사본 권리 세부 사항을 표시합니다.","ショップショップショップのコピー右の詳細を表示します。","מציג את הפרטים הנכונים העותק של החנות חנות החנות.","Visar kopierings rätt uppgifter om Shop Shop.","Zobrazuje kopírování správné údaje o Prodejny Prodejny Prodejny.","Отображает копирования нужных деталей магазин Магазин.","Ipinapakita ang mga copy right detalye ng Shop Shop Shop.","Nagpasundayag sa sa kopya tuo nga detalye sa Shop Shop Shop."
"Displays the description of the replacer.","Displays the description of the replacer.","Geeft de omschrijving van de vervanger.","Muestra la descripción del sustituto.","显示替代的描述。","Zeigt die Beschreibung des Ersatzstoff.","Affiche la description du substitut.","Visualizza la descrizione del sostituto.","Mostra a descrição do substituto.","Εμφανίζει την περιγραφή του υποκατάστατου.","Wyświetla opis zamiennika.","Viser beskrivelsen af ​​mælkeerstatning.","Näyttää kuvauksen korvike.","Viser beskrivelsen av erstatteren.","يعرض وصف بديل.","대체물의 설명을 표시합니다.","代替品の説明が表示されます。","מציג את התיאור של תחליף.","Visar beskrivningen av ersättare.","Zobrazuje popis náhražka.","Отображает описание заменитель.","Ipinapakita ang mga paglalarawan ng mga replacer.","Pagpakita sa paghulagway sa replacer."
"Displays the details and mutations of the order.","Displays the details and mutations of the order.","Geeft de details en de mutaties van de bestelling.","Muestra los detalles y las mutaciones de la orden.","显示订单的详细信息和突变。","Zeigt die Details und Mutationen der Bestellung.","Affiche les détails et les mutations de l'ordre.","Consente di visualizzare i dettagli e le mutazioni dell'ordine.","Exibe os detalhes e mutações da ordem.","Εμφανίζει τις λεπτομέρειες και τις μεταλλάξεις της παραγγελίας.","Wyświetla szczegóły i mutacje kolejności.","Viser detaljer og mutationer af ordren.","Näyttää yksityiskohdista ja mutaatiot tilauksen.","Viser detaljene og mutasjoner av bestillingen.","يعرض تفاصيل وتحولات من هذا الأمر.","주문의 세부 사항과 돌연변이를 표시합니다.","注文の詳細と変異を表示します。","מציג את הפרטים ומוטציות של הצו.","Visar detaljer och mutationer i ordning.","Zobrazí detaily a mutace v řádu.","Отображает подробную информацию и мутации порядка.","Ipinapakita ang mga detalye at mga mutations ng order.","Pagpakita sa mga detalye ug mga mutasyon sa kapunongan."
"Displays the details of the invoice.","Displays the details of the invoice.","Geeft de details van de factuur.","Muestra los detalles de la factura.","显示发票的细节。","Zeigt die Details der Rechnung.","Affiche les détails de la facture.","Consente di visualizzare i dettagli della fattura.","Exibe os detalhes da fatura.","Εμφανίζει τα στοιχεία του τιμολογίου.","Wyświetla szczegółowe informacje na fakturze.","Viser detaljerne i fakturaen.","Näyttää yksityiskohdista laskun.","Viser detaljene i fakturaen.","يعرض تفاصيل الفاتورة.","송장의 세부 사항을 표시합니다.","請求書の詳細を表示します。","הצגת הפרטים של החשבונית.","Visar information om fakturan.","Zobrazí podrobnosti o faktury.","Отображает подробную информацию о счете-фактуре.","Ipinapakita ang mga detalye ng invoice.","Pagpakita sa mga detalye sa mga resibo."
"Displays the details of the shipping.","Displays the details of the shipping.","Geeft de details van de scheepvaart.","Muestra los detalles del envío.","显示航运的细节。","Zeigt die Details der Versandkosten.","Affiche les détails de l'expédition.","Consente di visualizzare i dettagli della spedizione.","Exibe os detalhes do envio.","Εμφανίζει τις λεπτομέρειες της αποστολής.","Wyświetla szczegółowe informacje o wysyłce.","Viser detaljerne i shipping.","Näyttää yksityiskohdista merenkulun.","Viser detaljene i shipping.","يعرض تفاصيل الشحن.","배송의 세부 사항을 표시합니다.","出荷の詳細を表示します。","הצגת הפרטים של המשלוח.","Visar information om sjöfarten.","Zobrazí podrobnosti o lodní dopravy.","Отображает подробную информацию о доставки.","Ipinapakita ang mga detalye ng pagpapadala.","Pagpakita sa mga detalye sa mga shipping."
"Displays the error page for an unknown command.","Displays the error page for an unknown command.","Geeft de fout pagina voor een onbekend commando.","Muestra la página de error para un comando desconocido.","显示未知命令错误页面。","Zeigt die Fehlerseite für ein unbekanntes Kommando.","Affiche la page d'erreur pour une commande inconnue.","Visualizza la pagina di errore per un comando sconosciuto.","Exibe a página de erro para um comando desconhecido.","Εμφανίζει τη σελίδα σφαλμάτων για μια άγνωστη εντολή.","Wyświetla stronę błędu dla nieznanego polecenia.","Viser fejlen side for en ukendt kommando.","Näyttää virhesivu tuntemattoman komennon.","Viser feil side for en ukjent kommando.","يعرض صفحة الخطأ لأمر معروف.","알 수없는 명령에 대한 오류 페이지를 표시합니다.","不明なコマンドのエラーページを表示します。","מציג את דף השגיאה לפקודה לא ידועה.","Visar felsidan för en okänd kommando.","Zobrazí chybová stránka pro neznámou příkaz.","Отображение страницы ошибок для неизвестного команды.","Ipinapakita ang mga pahina ng error para sa isang hindi kilalang command.","Nagpasundayag sa mga sayop nga pahina alang sa usa ka wala mailhi nga sugo."
"Displays the faq questions.","Displays the faq questions.","Geeft de faq vragen.","Muestra las preguntas preguntas frecuentes.","显示常见问题解答问题。","Zeigt die FAQ Fragen.","Affiche les questions faq.","Consente di visualizzare le domande faq.","Exibe as Perguntas Freqüentes.","Εμφανίζει τις ερωτήσεις Συχνές ερωτήσεις.","Wyświetla pytania FAQ.","Viser faq spørgsmål.","Näyttää faq kysymyksiin.","Viser SPØRSMÅL.","يعرض الأسئلة التعليمات.","자주 묻는 질문 질문을 표시합니다.","よくある質問質問を表示します。","מציג את השאלות הנפוצות.","Visar faq frågor.","Zobrazí faq otázky.","Отображает справку вопросы.","Ipinapakita ang mga katanungan faq.","Nagpasundayag sa sa FAQ pangutana."
